pair_id,left_qid,right_qid,left_image_id,right_image_id,left_image_filename,right_image_filename,left_image_relative_path,right_image_relative_path,left_oss_url,right_oss_url,left_city,right_city,left_cluster,right_cluster,same_city,same_cluster,pair_type,left_right_random_seed,participant_slot,order_in_participant
PAIR_7259,Q384,Q265,CD_470973,CQ_3304530,Q384__cd_470973_104.0848668_30.64198544.jpg,Q265__cq_3304530_106.529176_29.592713.jpg,images/Q384__cd_470973_104.0848668_30.64198544.jpg,images/Q265__cq_3304530_106.529176_29.592713.jpg,,,chengdu,chongqing,19,19,False,True,cross_city_same_cluster,416558412,P_SLOT_064,25
PAIR_0540,Q487,Q161,CQ_721943,CQ_659951,Q487__cq_721943_106.56549_29.494576.jpg,Q161__cq_659951_106.499376_29.520677.jpg,images/Q487__cq_721943_106.56549_29.494576.jpg,images/Q161__cq_659951_106.499376_29.520677.jpg,,,chongqing,chongqing,22,2,True,False,same_city_cross_cluster,713030578,P_SLOT_064,26
PAIR_5340,Q226,Q351,CQ_682242,CD_469218,Q226__cq_682242_106.523713_29.548025.jpg,Q351__cd_469218_104.1124922_30.63843994.jpg,images/Q226__cq_682242_106.523713_29.548025.jpg,images/Q351__cd_469218_104.1124922_30.63843994.jpg,,,chongqing,chengdu,13,12,False,False,cross_city_cross_cluster,254551039,P_SLOT_064,27
PAIR_2078,Q133,Q439,CD_53656,CQ_3307641,Q133__cd_53656_104.1137243_30.66569591.jpg,Q439__cq_3307641_106.512037_29.57988.jpg,images/Q133__cd_53656_104.1137243_30.66569591.jpg,images/Q439__cq_3307641_106.512037_29.57988.jpg,,,chengdu,chongqing,21,10,False,False,cross_city_cross_cluster,545239735,P_SLOT_064,28
PAIR_6359,Q045,Q195,CD_48963,CQ_640497,Q045__cd_48963_104.0357153_30.60515835.jpg,Q195__cq_640497_106.483639_29.529413.jpg,images/Q045__cd_48963_104.0357153_30.60515835.jpg,images/Q195__cq_640497_106.483639_29.529413.jpg,,,chengdu,chongqing,7,8,False,False,cross_city_cross_cluster,822068448,P_SLOT_064,29
PAIR_6644,Q308,Q454,CD_220860,CQ_3148282,Q308__cd_220860_104.1047086_30.67994808.jpg,Q454__cq_3148282_106.528079_29.492025.jpg,images/Q308__cd_220860_104.1047086_30.67994808.jpg,images/Q454__cq_3148282_106.528079_29.492025.jpg,,,chengdu,chongqing,1,13,False,False,cross_city_cross_cluster,738885498,P_SLOT_064,30
PAIR_4641,Q296,Q010,CQ_2433799,CD_222605,Q296__cq_2433799_106.546909_29.618792.jpg,Q010__cd_222605_104.0193801_30.66211743.jpg,images/Q296__cq_2433799_106.546909_29.618792.jpg,images/Q010__cd_222605_104.0193801_30.66211743.jpg,,,chongqing,chengdu,24,1,False,False,cross_city_cross_cluster,760068917,P_SLOT_065,1
PAIR_7327,Q415,Q171,CQ_3156161,CQ_3503902,Q415__cq_3156161_106.494285_29.488688.jpg,Q171__cq_3503902_106.437673_29.520333.jpg,images/Q415__cq_3156161_106.494285_29.488688.jpg,images/Q171__cq_3503902_106.437673_29.520333.jpg,,,chongqing,chongqing,3,3,True,True,same_city_same_cluster,372866811,P_SLOT_065,2
PAIR_0616,Q176,Q026,CQ_3420983,CD_58409,Q176__cq_3420983_106.527629_29.489219.jpg,Q026__cd_58409_104.1347454_30.63393966.jpg,images/Q176__cq_3420983_106.527629_29.489219.jpg,images/Q026__cd_58409_104.1347454_30.63393966.jpg,,,chongqing,chengdu,4,4,False,True,cross_city_same_cluster,743628621,P_SLOT_065,3
PAIR_4431,Q192,Q467,CQ_3422609,CQ_646965,Q192__cq_3422609_106.520835_29.616798.jpg,Q467__cq_646965_106.482238_29.576094.jpg,images/Q192__cq_3422609_106.520835_29.616798.jpg,images/Q467__cq_646965_106.482238_29.576094.jpg,,,chongqing,chongqing,7,16,True,False,same_city_cross_cluster,887697067,P_SLOT_065,4
PAIR_1045,Q284,Q488,CQ_3426844,CQ_3162020,Q284__cq_3426844_106.484603_29.510427.jpg,Q488__cq_3162020_106.494956_29.53989.jpg,images/Q284__cq_3426844_106.484603_29.510427.jpg,images/Q488__cq_3162020_106.494956_29.53989.jpg,,,chongqing,chongqing,22,22,True,True,same_city_same_cluster,881084671,P_SLOT_065,5
PAIR_2860,Q167,Q311,CQ_651518,CD_469931,Q167__cq_651518_106.491332_29.49351.jpg,Q311__cd_469931_104.0386501_30.63075329.jpg,images/Q167__cq_651518_106.491332_29.49351.jpg,images/Q311__cd_469931_104.0386501_30.63075329.jpg,,,chongqing,chengdu,2,2,False,True,cross_city_same_cluster,181291246,P_SLOT_065,6
PAIR_4764,Q465,Q427,CQ_603815,CQ_3308939,Q465__cq_603815_106.457731_29.553842.jpg,Q427__cq_3308939_106.584039_29.603334.jpg,images/Q465__cq_603815_106.457731_29.553842.jpg,images/Q427__cq_3308939_106.584039_29.603334.jpg,,,chongqing,chongqing,15,6,True,False,same_city_cross_cluster,657386372,P_SLOT_065,7
PAIR_1189,Q029,Q413,CD_33782,CQ_2431106,Q029__cd_33782_104.0434638_30.68279724.jpg,Q413__cq_2431106_106.547848_29.5394.jpg,images/Q029__cd_33782_104.0434638_30.68279724.jpg,images/Q413__cq_2431106_106.547848_29.5394.jpg,,,chengdu,chongqing,5,3,False,False,cross_city_cross_cluster,278215659,P_SLOT_065,8
PAIR_0653,Q234,Q313,CQ_711876,CD_417602,Q234__cq_711876_106.5586_29.586412.jpg,Q313__cd_417602_104.0210654_30.67989433.jpg,images/Q234__cq_711876_106.5586_29.586412.jpg,images/Q313__cd_417602_104.0210654_30.67989433.jpg,,,chongqing,chengdu,14,2,False,False,cross_city_cross_cluster,443958974,P_SLOT_065,9
PAIR_6172,Q302,Q205,CD_37492,CQ_604263,Q302__cd_37492_104.0586227_30.67367877.jpg,Q205__cq_604263_106.45527_29.519213.jpg,images/Q302__cd_37492_104.0586227_30.67367877.jpg,images/Q205__cq_604263_106.45527_29.519213.jpg,,,chengdu,chongqing,0,9,False,False,cross_city_cross_cluster,50292005,P_SLOT_065,10
PAIR_4341,Q339,Q327,CD_55461,CD_237755,Q339__cd_55461_104.0649435_30.66085495.jpg,Q327__cd_237755_104.0373913_30.6178264.jpg,images/Q339__cd_55461_104.0649435_30.66085495.jpg,images/Q327__cd_237755_104.0373913_30.6178264.jpg,,,chengdu,chengdu,9,7,True,False,same_city_cross_cluster,925292927,P_SLOT_065,11
PAIR_6772,Q031,Q187,CD_468473,CQ_753234,Q031__cd_468473_104.0959516_30.62468896.jpg,Q187__cq_753234_106.599227_29.51154.jpg,images/Q031__cd_468473_104.0959516_30.62468896.jpg,images/Q187__cq_753234_106.599227_29.51154.jpg,,,chengdu,chongqing,5,6,False,False,cross_city_cross_cluster,185925233,P_SLOT_065,12
PAIR_3807,Q381,Q172,CD_411519,CQ_628612,Q381__cd_411519_104.1003074_30.70374666.jpg,Q172__cq_628612_106.475267_29.601132.jpg,images/Q381__cd_411519_104.1003074_30.70374666.jpg,images/Q172__cq_628612_106.475267_29.601132.jpg,,,chengdu,chongqing,19,3,False,False,cross_city_cross_cluster,175334254,P_SLOT_065,13
PAIR_2718,Q306,Q377,CD_222700,CD_35387,Q306__cd_222700_104.0939701_30.62502044.jpg,Q377__cd_35387_104.0530897_30.72800742.jpg,images/Q306__cd_222700_104.0939701_30.62502044.jpg,images/Q377__cd_35387_104.0530897_30.72800742.jpg,,,chengdu,chengdu,1,18,True,False,same_city_cross_cluster,369279678,P_SLOT_065,14
PAIR_3981,Q153,Q491,CQ_3307560,CQ_676820,Q153__cq_3307560_106.486728_29.596466.jpg,Q491__cq_676820_106.517638_29.603895.jpg,images/Q153__cq_3307560_106.486728_29.596466.jpg,images/Q491__cq_676820_106.517638_29.603895.jpg,,,chongqing,chongqing,0,23,True,False,same_city_cross_cluster,491161632,P_SLOT_065,15
PAIR_2965,Q217,Q476,CQ_630060,CQ_650640,Q217__cq_630060_106.475495_29.459301.jpg,Q476__cq_650640_106.493456_29.562042.jpg,images/Q217__cq_630060_106.475495_29.459301.jpg,images/Q476__cq_650640_106.493456_29.562042.jpg,,,chongqing,chongqing,12,19,True,False,same_city_cross_cluster,690296979,P_SLOT_065,16
PAIR_6263,Q203,Q332,CQ_677877,CD_472983,Q203__cq_677877_106.516208_29.477576.jpg,Q332__cd_472983_104.0859656_30.65410927.jpg,images/Q203__cq_677877_106.516208_29.477576.jpg,images/Q332__cd_472983_104.0859656_30.65410927.jpg,,,chongqing,chengdu,9,8,False,False,cross_city_cross_cluster,224617593,P_SLOT_065,17
PAIR_0908,Q255,Q358,CQ_2434440,CD_468050,Q255__cq_2434440_106.541947_29.576071.jpg,Q358__cd_468050_104.062786_30.61234075.jpg,images/Q255__cq_2434440_106.541947_29.576071.jpg,images/Q358__cd_468050_104.062786_30.61234075.jpg,,,chongqing,chengdu,17,14,False,False,cross_city_cross_cluster,10691370,P_SLOT_065,18
PAIR_3221,Q039,Q463,CD_427686,CQ_3304275,Q039__cd_427686_104.1511034_30.7041041.jpg,Q463__cq_3304275_106.53815_29.58268.jpg,images/Q039__cd_427686_104.1511034_30.7041041.jpg,images/Q463__cq_3304275_106.53815_29.58268.jpg,,,chengdu,chongqing,6,15,False,False,cross_city_cross_cluster,762778292,P_SLOT_065,19
PAIR_6028,Q372,Q016,CD_421737,CD_461159,Q372__cd_421737_104.0375853_30.69755045.jpg,Q016__cd_461159_103.9962119_30.63818116.jpg,images/Q372__cd_421737_104.0375853_30.69755045.jpg,images/Q016__cd_461159_103.9962119_30.63818116.jpg,,,chengdu,chengdu,17,2,True,False,same_city_cross_cluster,80103792,P_SLOT_065,20
PAIR_1469,Q432,Q050,CQ_625426,CD_412089,Q432__cq_625426_106.474089_29.463568.jpg,Q050__cd_412089_104.0883976_30.70194793.jpg,images/Q432__cq_625426_106.474089_29.463568.jpg,images/Q050__cd_412089_104.0883976_30.70194793.jpg,,,chongqing,chengdu,8,8,False,True,cross_city_same_cluster,251108550,P_SLOT_065,21
PAIR_5433,Q408,Q018,CQ_603868,CD_463463,Q408__cq_603868_106.453604_29.548039.jpg,Q018__cd_463463_104.0039616_30.65256917.jpg,images/Q408__cq_603868_106.453604_29.548039.jpg,images/Q018__cd_463463_104.0039616_30.65256917.jpg,,,chongqing,chengdu,2,2,False,True,cross_city_same_cluster,169326535,P_SLOT_065,22
PAIR_0772,Q049,Q078,CD_470364,CD_53723,Q049__cd_470364_104.1093185_30.65956124.jpg,Q078__cd_53723_104.1163675_30.64167952.jpg,images/Q049__cd_470364_104.1093185_30.65956124.jpg,images/Q078__cd_53723_104.1163675_30.64167952.jpg,,,chengdu,chengdu,8,12,True,False,same_city_cross_cluster,647397502,P_SLOT_065,23
PAIR_6849,Q111,Q473,CD_467460,CQ_599760,Q111__cd_467460_104.1127974_30.61232696.jpg,Q473__cq_599760_106.447803_29.509064.jpg,images/Q111__cd_467460_104.1127974_30.61232696.jpg,images/Q473__cq_599760_106.447803_29.509064.jpg,,,chengdu,chongqing,18,18,False,True,cross_city_same_cluster,978186853,P_SLOT_065,24
PAIR_2457,Q268,Q166,CQ_740185,CQ_700951,Q268__cq_740185_106.585088_29.546986.jpg,Q166__cq_700951_106.542605_29.574302.jpg,images/Q268__cq_740185_106.585088_29.546986.jpg,images/Q166__cq_700951_106.542605_29.574302.jpg,,,chongqing,chongqing,20,2,True,False,same_city_cross_cluster,865453123,P_SLOT_065,25
PAIR_0154,Q021,Q425,CD_56113,CQ_677982,Q021__cd_56113_104.1295292_30.64969682.jpg,Q425__cq_677982_106.519947_29.467744.jpg,images/Q021__cd_56113_104.1295292_30.64969682.jpg,images/Q425__cq_677982_106.519947_29.467744.jpg,,,chengdu,chongqing,3,6,False,False,cross_city_cross_cluster,369838745,P_SLOT_065,26
PAIR_3842,Q279,Q022,CQ_3379640,CD_52896,Q279__cq_3379640_106.542288_29.42657.jpg,Q022__cd_52896_104.0521807_30.62352954.jpg,images/Q279__cq_3379640_106.542288_29.42657.jpg,images/Q022__cd_52896_104.0521807_30.62352954.jpg,,,chongqing,chengdu,21,3,False,False,cross_city_cross_cluster,291723919,P_SLOT_065,27
PAIR_0299,Q220,Q080,CQ_3146289,CD_412398,Q220__cq_3146289_106.476971_29.521411.jpg,Q080__cd_412398_104.0688448_30.72283123.jpg,images/Q220__cq_3146289_106.476971_29.521411.jpg,images/Q080__cd_412398_104.0688448_30.72283123.jpg,,,chongqing,chengdu,12,12,False,True,cross_city_same_cluster,534639363,P_SLOT_065,28
PAIR_7202,Q362,Q363,CD_415365,CD_474086,Q362__cd_415365_104.075901_30.67912104.jpg,Q363__cd_474086_104.0754088_30.66261962.jpg,images/Q362__cd_415365_104.075901_30.67912104.jpg,images/Q363__cd_474086_104.0754088_30.66261962.jpg,,,chengdu,chengdu,15,15,True,True,same_city_same_cluster,318783302,P_SLOT_065,29
PAIR_4228,Q373,Q215,CD_421827,CQ_3506101,Q373__cd_421827_104.0235927_30.69835597.jpg,Q215__cq_3506101_106.500227_29.457823.jpg,images/Q373__cd_421827_104.0235927_30.69835597.jpg,images/Q215__cq_3506101_106.500227_29.457823.jpg,,,chengdu,chongqing,17,11,False,False,cross_city_cross_cluster,378050855,P_SLOT_065,30
PAIR_0446,Q174,Q444,CQ_3369353,CQ_3423657,Q174__cq_3369353_106.549098_29.416348.jpg,Q444__cq_3423657_106.572971_29.519664.jpg,images/Q174__cq_3369353_106.549098_29.416348.jpg,images/Q444__cq_3423657_106.572971_29.519664.jpg,,,chongqing,chongqing,3,11,True,False,same_city_cross_cluster,854798584,P_SLOT_066,1
PAIR_5366,Q058,Q045,CD_55345,CD_48963,Q058__cd_55345_104.0684476_30.65783677.jpg,Q045__cd_48963_104.0357153_30.60515835.jpg,images/Q058__cd_55345_104.0684476_30.65783677.jpg,images/Q045__cd_48963_104.0357153_30.60515835.jpg,,,chengdu,chengdu,9,7,True,False,same_city_cross_cluster,219981306,P_SLOT_066,2
PAIR_1056,Q216,Q005,CQ_2432492,CD_34346,Q216__cq_2432492_106.57465_29.523836.jpg,Q005__cd_34346_104.0491117_30.68947963.jpg,images/Q216__cq_2432492_106.57465_29.523836.jpg,images/Q005__cd_34346_104.0491117_30.68947963.jpg,,,chongqing,chengdu,11,0,False,False,cross_city_cross_cluster,230483971,P_SLOT_066,3
PAIR_4383,Q246,Q241,CQ_3304879,CQ_682474,Q246__cq_3304879_106.527284_29.572082.jpg,Q241__cq_682474_106.522254_29.532978.jpg,images/Q246__cq_3304879_106.527284_29.572082.jpg,images/Q241__cq_682474_106.522254_29.532978.jpg,,,chongqing,chongqing,16,15,True,False,same_city_cross_cluster,536418535,P_SLOT_066,4
PAIR_6746,Q195,Q012,CQ_640497,CD_53958,Q195__cq_640497_106.483639_29.529413.jpg,Q012__cd_53958_104.0991534_30.63533044.jpg,images/Q195__cq_640497_106.483639_29.529413.jpg,images/Q012__cd_53958_104.0991534_30.63533044.jpg,,,chongqing,chengdu,8,1,False,False,cross_city_cross_cluster,354468671,P_SLOT_066,5
PAIR_0110,Q473,Q148,CQ_599760,CD_36662,Q473__cq_599760_106.447803_29.509064.jpg,Q148__cd_36662_104.0085017_30.69824311.jpg,images/Q473__cq_599760_106.447803_29.509064.jpg,images/Q148__cd_36662_104.0085017_30.69824311.jpg,,,chongqing,chengdu,18,24,False,False,cross_city_cross_cluster,131329783,P_SLOT_066,6
PAIR_0474,Q291,Q371,CQ_739901,CD_405642,Q291__cq_739901_106.586661_29.582071.jpg,Q371__cd_405642_103.9900543_30.67507706.jpg,images/Q291__cq_739901_106.586661_29.582071.jpg,images/Q371__cd_405642_103.9900543_30.67507706.jpg,,,chongqing,chengdu,23,17,False,False,cross_city_cross_cluster,38029301,P_SLOT_066,7
PAIR_5718,Q088,Q408,CD_416908,CQ_603868,Q088__cd_416908_104.0795885_30.69722933.jpg,Q408__cq_603868_106.453604_29.548039.jpg,images/Q088__cd_416908_104.0795885_30.69722933.jpg,images/Q408__cq_603868_106.453604_29.548039.jpg,,,chengdu,chongqing,14,2,False,False,cross_city_cross_cluster,755303914,P_SLOT_066,8
PAIR_0435,Q405,Q121,CQ_2436021,CD_36521,Q405__cq_2436021_106.560443_29.506319.jpg,Q121__cd_36521_104.032788_30.716084.jpg,images/Q405__cq_2436021_106.560443_29.506319.jpg,images/Q121__cd_36521_104.032788_30.716084.jpg,,,chongqing,chengdu,0,19,False,False,cross_city_cross_cluster,766788875,P_SLOT_066,9
PAIR_2299,Q393,Q153,CD_43927,CQ_3307560,Q393__cd_43927_103.9878372_30.65091928.jpg,Q153__cq_3307560_106.486728_29.596466.jpg,images/Q393__cd_43927_103.9878372_30.65091928.jpg,images/Q153__cq_3307560_106.486728_29.596466.jpg,,,chengdu,chongqing,21,0,False,False,cross_city_cross_cluster,422798354,P_SLOT_066,10
PAIR_5458,Q002,Q391,CD_32881,CD_33576,Q002__cd_32881_104.1004167_30.71557227.jpg,Q391__cd_33576_104.0578629_30.67662433.jpg,images/Q002__cd_32881_104.1004167_30.71557227.jpg,images/Q391__cd_33576_104.0578629_30.67662433.jpg,,,chengdu,chengdu,0,21,True,False,same_city_cross_cluster,478577874,P_SLOT_066,11
PAIR_0418,Q261,Q339,CQ_604729,CD_55461,Q261__cq_604729_106.46443_29.487771.jpg,Q339__cd_55461_104.0649435_30.66085495.jpg,images/Q261__cq_604729_106.46443_29.487771.jpg,images/Q339__cd_55461_104.0649435_30.66085495.jpg,,,chongqing,chengdu,18,9,False,False,cross_city_cross_cluster,335248402,P_SLOT_066,12
PAIR_1081,Q415,Q341,CQ_3156161,CD_34028,Q415__cq_3156161_106.494285_29.488688.jpg,Q341__cd_34028_104.0779767_30.68073184.jpg,images/Q415__cq_3156161_106.494285_29.488688.jpg,images/Q341__cd_34028_104.0779767_30.68073184.jpg,,,chongqing,chengdu,3,9,False,False,cross_city_cross_cluster,407004888,P_SLOT_066,13
PAIR_2700,Q381,Q267,CD_411519,CQ_3304439,Q381__cd_411519_104.1003074_30.70374666.jpg,Q267__cq_3304439_106.49648_29.596108.jpg,images/Q381__cd_411519_104.1003074_30.70374666.jpg,images/Q267__cq_3304439_106.49648_29.596108.jpg,,,chengdu,chongqing,19,19,False,True,cross_city_same_cluster,501098555,P_SLOT_066,14
PAIR_4819,Q396,Q282,CD_33399,CQ_629049,Q396__cd_33399_104.0918604_30.70191288.jpg,Q282__cq_629049_106.476778_29.545423.jpg,images/Q396__cd_33399_104.0918604_30.70191288.jpg,images/Q282__cq_629049_106.476778_29.545423.jpg,,,chengdu,chongqing,22,22,False,True,cross_city_same_cluster,408019106,P_SLOT_066,15
PAIR_5974,Q097,Q492,CD_470368,CQ_672625,Q097__cd_470368_104.110433_30.65851969.jpg,Q492__cq_672625_106.502321_29.544111.jpg,images/Q097__cd_470368_104.110433_30.65851969.jpg,images/Q492__cq_672625_106.502321_29.544111.jpg,,,chengdu,chongqing,16,23,False,False,cross_city_cross_cluster,931019561,P_SLOT_066,16
PAIR_0059,Q095,Q367,CD_51505,CD_422077,Q095__cd_51505_104.0766289_30.61075925.jpg,Q367__cd_422077_104.0799937_30.67531139.jpg,images/Q095__cd_51505_104.0766289_30.61075925.jpg,images/Q367__cd_422077_104.0799937_30.67531139.jpg,,,chengdu,chengdu,15,17,True,False,same_city_cross_cluster,704134134,P_SLOT_066,17
PAIR_3756,Q424,Q197,CQ_725117,CQ_3155321,Q424__cq_725117_106.574342_29.55963.jpg,Q197__cq_3155321_106.459387_29.483333.jpg,images/Q424__cq_725117_106.574342_29.55963.jpg,images/Q197__cq_3155321_106.459387_29.483333.jpg,,,chongqing,chongqing,5,8,True,False,same_city_cross_cluster,890588822,P_SLOT_066,18
PAIR_2012,Q226,Q355,CQ_682242,CD_454390,Q226__cq_682242_106.523713_29.548025.jpg,Q355__cd_454390_103.9918604_30.65872266.jpg,images/Q226__cq_682242_106.523713_29.548025.jpg,images/Q355__cd_454390_103.9918604_30.65872266.jpg,,,chongqing,chengdu,13,13,False,True,cross_city_same_cluster,42782821,P_SLOT_066,19
PAIR_6974,Q293,Q494,CQ_659323,CQ_2434519,Q293__cq_659323_106.502322_29.580491.jpg,Q494__cq_2434519_106.591036_29.594015.jpg,images/Q293__cq_659323_106.502322_29.580491.jpg,images/Q494__cq_2434519_106.591036_29.594015.jpg,,,chongqing,chongqing,23,23,True,True,same_city_same_cluster,986881380,P_SLOT_066,20
PAIR_5643,Q270,Q440,CQ_663250,CQ_3157640,Q270__cq_663250_106.499369_29.553524.jpg,Q440__cq_3157640_106.483122_29.492916.jpg,images/Q270__cq_663250_106.499369_29.553524.jpg,images/Q440__cq_3157640_106.483122_29.492916.jpg,,,chongqing,chongqing,20,10,True,False,same_city_cross_cluster,610936419,P_SLOT_066,21
PAIR_6687,Q202,Q461,CQ_2433664,CQ_744216,Q202__cq_2433664_106.491125_29.537488.jpg,Q461__cq_744216_106.59105_29.584475.jpg,images/Q202__cq_2433664_106.491125_29.537488.jpg,images/Q461__cq_744216_106.59105_29.584475.jpg,,,chongqing,chongqing,9,15,True,False,same_city_cross_cluster,795890391,P_SLOT_066,22
PAIR_6909,Q017,Q253,CD_473004,CQ_2431841,Q017__cd_473004_104.0872845_30.6528863.jpg,Q253__cq_2431841_106.553052_29.522119.jpg,images/Q017__cd_473004_104.0872845_30.6528863.jpg,images/Q253__cq_2431841_106.553052_29.522119.jpg,,,chengdu,chongqing,2,17,False,False,cross_city_cross_cluster,850670534,P_SLOT_066,23
PAIR_6980,Q327,Q335,CD_237755,CD_416380,Q327__cd_237755_104.0373913_30.6178264.jpg,Q335__cd_416380_104.1063392_30.69240775.jpg,images/Q327__cd_237755_104.0373913_30.6178264.jpg,images/Q335__cd_416380_104.1063392_30.69240775.jpg,,,chengdu,chengdu,7,9,True,False,same_city_cross_cluster,262612228,P_SLOT_066,24
PAIR_7098,Q166,Q014,CQ_700951,CD_420939,Q166__cq_700951_106.542605_29.574302.jpg,Q014__cd_420939_104.046263_30.70875123.jpg,images/Q166__cq_700951_106.542605_29.574302.jpg,images/Q014__cd_420939_104.046263_30.70875123.jpg,,,chongqing,chengdu,2,2,False,True,cross_city_same_cluster,254329039,P_SLOT_066,25
PAIR_1654,Q459,Q100,CQ_715992,CD_469626,Q459__cq_715992_106.561427_29.598184.jpg,Q100__cd_469626_104.0211743_30.64231537.jpg,images/Q459__cq_715992_106.561427_29.598184.jpg,images/Q100__cd_469626_104.0211743_30.64231537.jpg,,,chongqing,chengdu,14,16,False,False,cross_city_cross_cluster,966676367,P_SLOT_066,26
PAIR_2451,Q388,Q129,CD_56502,CD_416996,Q388__cd_56502_104.1322712_30.60902527.jpg,Q129__cd_416996_104.069882_30.69267305.jpg,images/Q388__cd_56502_104.1322712_30.60902527.jpg,images/Q129__cd_416996_104.069882_30.69267305.jpg,,,chengdu,chengdu,20,20,True,True,same_city_same_cluster,327005784,P_SLOT_066,27
PAIR_5399,Q389,Q128,CD_417763,CD_468453,Q389__cd_417763_104.0514038_30.7113369.jpg,Q128__cd_468453_104.0815805_30.62593432.jpg,images/Q389__cd_417763_104.0514038_30.7113369.jpg,images/Q128__cd_468453_104.0815805_30.62593432.jpg,,,chengdu,chengdu,20,20,True,True,same_city_same_cluster,794829763,P_SLOT_066,28
PAIR_3226,Q322,Q425,CD_479894,CQ_677982,Q322__cd_479894_104.1389965_30.66017954.jpg,Q425__cq_677982_106.519947_29.467744.jpg,images/Q322__cd_479894_104.1389965_30.66017954.jpg,images/Q425__cq_677982_106.519947_29.467744.jpg,,,chengdu,chongqing,6,6,False,True,cross_city_same_cluster,895895663,P_SLOT_066,29
PAIR_3932,Q145,Q496,CD_50591,CQ_663846,Q145__cd_50591_104.0753906_30.60710123.jpg,Q496__cq_663846_106.498615_29.528572.jpg,images/Q145__cd_50591_104.0753906_30.60710123.jpg,images/Q496__cq_663846_106.498615_29.528572.jpg,,,chengdu,chongqing,23,23,False,True,cross_city_same_cluster,872720167,P_SLOT_066,30
PAIR_0078,Q264,Q472,CQ_2423343,CQ_3151705,Q264__cq_2423343_106.496553_29.505622.jpg,Q472__cq_3151705_106.468576_29.491371.jpg,images/Q264__cq_2423343_106.496553_29.505622.jpg,images/Q472__cq_3151705_106.468576_29.491371.jpg,,,chongqing,chongqing,19,18,True,False,same_city_cross_cluster,806417551,P_SLOT_067,1
PAIR_5338,Q051,Q374,CD_414222,CD_420749,Q051__cd_414222_104.0485178_30.68448394.jpg,Q374__cd_420749_104.0421577_30.69939995.jpg,images/Q051__cd_414222_104.0485178_30.68448394.jpg,images/Q374__cd_420749_104.0421577_30.69939995.jpg,,,chengdu,chengdu,8,17,True,False,same_city_cross_cluster,580471786,P_SLOT_067,2
PAIR_3647,Q488,Q137,CQ_3162020,CD_222289,Q488__cq_3162020_106.494956_29.53989.jpg,Q137__cd_222289_104.075044_30.6004243.jpg,images/Q488__cq_3162020_106.494956_29.53989.jpg,images/Q137__cd_222289_104.075044_30.6004243.jpg,,,chongqing,chengdu,22,22,False,True,cross_city_same_cluster,634865596,P_SLOT_067,3
PAIR_4675,Q230,Q474,CQ_640884,CQ_618848,Q230__cq_640884_106.484601_29.51615.jpg,Q474__cq_618848_106.467135_29.488305.jpg,images/Q230__cq_640884_106.484601_29.51615.jpg,images/Q474__cq_618848_106.467135_29.488305.jpg,,,chongqing,chongqing,13,18,True,False,same_city_cross_cluster,407730321,P_SLOT_067,4
PAIR_2510,Q400,Q146,CD_32321,CD_33089,Q400__cd_32321_104.1081654_30.7151985.jpg,Q146__cd_33089_104.1188932_30.71369913.jpg,images/Q400__cd_32321_104.1081654_30.7151985.jpg,images/Q146__cd_33089_104.1188932_30.71369913.jpg,,,chengdu,chengdu,24,24,True,True,same_city_same_cluster,75779599,P_SLOT_067,5
PAIR_0806,Q117,Q405,CD_413707,CQ_2436021,Q117__cd_413707_104.097414_30.70011319.jpg,Q405__cq_2436021_106.560443_29.506319.jpg,images/Q117__cd_413707_104.097414_30.70011319.jpg,images/Q405__cq_2436021_106.560443_29.506319.jpg,,,chengdu,chongqing,19,0,False,False,cross_city_cross_cluster,726472795,P_SLOT_067,6
PAIR_0297,Q380,Q165,CD_53554,CQ_3306890,Q380__cd_53554_104.1162325_30.6664165.jpg,Q165__cq_3306890_106.498966_29.583597.jpg,images/Q380__cd_53554_104.1162325_30.6664165.jpg,images/Q165__cq_3306890_106.498966_29.583597.jpg,,,chengdu,chongqing,19,2,False,False,cross_city_cross_cluster,273308271,P_SLOT_067,7
PAIR_5630,Q390,Q166,CD_53623,CQ_700951,Q390__cd_53623_104.1084324_30.64668232.jpg,Q166__cq_700951_106.542605_29.574302.jpg,images/Q390__cd_53623_104.1084324_30.64668232.jpg,images/Q166__cq_700951_106.542605_29.574302.jpg,,,chengdu,chongqing,21,2,False,False,cross_city_cross_cluster,737088490,P_SLOT_067,8
PAIR_5403,Q406,Q007,CQ_651294,CD_222881,Q406__cq_651294_106.491611_29.50286.jpg,Q007__cd_222881_104.0791077_30.62285627.jpg,images/Q406__cq_651294_106.491611_29.50286.jpg,images/Q007__cd_222881_104.0791077_30.62285627.jpg,,,chongqing,chengdu,1,1,False,True,cross_city_same_cluster,239648840,P_SLOT_067,9
PAIR_2963,Q392,Q276,CD_57543,CQ_2423415,Q392__cd_57543_104.1416508_30.63872108.jpg,Q276__cq_2423415_106.48858_29.519282.jpg,images/Q392__cd_57543_104.1416508_30.63872108.jpg,images/Q276__cq_2423415_106.48858_29.519282.jpg,,,chengdu,chongqing,21,21,False,True,cross_city_same_cluster,487035382,P_SLOT_067,10
